x,y,z,u,v,w
0.615385,0.394737,0,0.0100077,0,0
0.615385,2.41707e-17,0.394737,0.0100077,0,0
0.615385,-0.394737,4.83413e-17,0.0100077,0,0
0.615385,-7.2512e-17,-0.394737,0.0100077,0,0
0.615385,0.473684,0,0.0100077,0,0
0.615385,2.90048e-17,0.473684,0.0100077,0,0
0.615385,-0.473684,5.80096e-17,0.0100077,0,0
0.615385,-8.70144e-17,-0.473684,0.0100077,0,0
0.615385,0.552632,0,0.0100077,0,0
0.615385,3.38389e-17,0.552632,0.0100077,0,0
0.615385,-0.552632,6.76778e-17,0.0100077,0,0
0.615385,-1.01517e-16,-0.552632,0.0100077,0,0
0.615385,0.631579,0,0.0100077,0,0
0.615385,3.86731e-17,0.631579,0.0100077,0,0
0.615385,-0.631579,7.73461e-17,0.0100077,0,0
0.615385,-1.16019e-16,-0.631579,0.0100077,0,0
0.615385,0.710526,0,0.0100077,0,0
0.615385,4.35072e-17,0.710526,0.0100077,0,0
0.615385,-0.710526,8.70144e-17,0.0100077,0,0
0.615385,-1.30522e-16,-0.710526,0.0100077,0,0
0.615385,0.789474,0,0.0100077,0,0
0.615385,4.83413e-17,0.789474,0.0100077,0,0
0.615385,-0.789474,9.66826e-17,0.0100077,0,0
0.615385,-1.45024e-16,-0.789474,0.0100077,0,0
0.615385,0.868421,0,0.0100077,0,0
0.615385,5.31755e-17,0.868421,0.0100077,0,0
0.615385,-0.868421,1.06351e-16,0.0100077,0,0
0.615385,-1.59526e-16,-0.868421,0.0100077,0,0
0.615385,0.947368,0,0.0100077,0,0
0.615385,5.80096e-17,0.947368,0.0100077,0,0
0.615385,-0.947368,1.16019e-16,0.0100077,0,0
0.615385,-1.74029e-16,-0.947368,0.0100077,0,0
0.615385,1.02632,0,0.0100077,0,0
0.615385,6.28437e-17,1.02632,0.0100077,0,0
0.615385,-1.02632,1.25687e-16,0.0100077,0,0
0.615385,-1.88531e-16,-1.02632,0.0100077,0,0
0.615385,1.10526,0,0.0100077,0,0
0.615385,6.76778e-17,1.10526,0.0100077,0,0
0.615385,-1.10526,1.35356e-16,0.0100077,0,0
0.615385,-2.03034e-16,-1.10526,0.0100077,0,0
0.615385,1.18421,0,0.0100077,0,0
0.615385,7.2512e-17,1.18421,0.0100077,0,0
0.615385,-1.18421,1.45024e-16,0.0100077,0,0
0.615385,-2.17536e-16,-1.18421,0.0100077,0,0
0.615385,1.26316,0,0.0100077,0,0
0.615385,7.73461e-17,1.26316,0.0100077,0,0
0.615385,-1.26316,1.54692e-16,0.0100077,0,0
0.615385,-2.32038e-16,-1.26316,0.0100077,0,0
0.615385,1.34211,0,0.0100077,0,0
0.615385,8.21802e-17,1.34211,0.0100077,0,0
0.615385,-1.34211,1.6436e-16,0.0100077,0,0
0.615385,-2.46541e-16,-1.34211,0.0100077,0,0
0.615385,1.42105,0,0.0100077,0,0
0.615385,8.70144e-17,1.42105,0.0100077,0,0
0.615385,-1.42105,1.74029e-16,0.0100077,0,0
0.615385,-2.61043e-16,-1.42105,0.0100077,0,0
0.615385,1.5,0,0.0100077,0,0
0.615385,9.18485e-17,1.5,0.0100077,0,0
0.615385,-1.5,1.83697e-16,0.0100077,0,0
0.615385,-2.75546e-16,-1.5,0.0100077,0,0
0.692308,0,0,0.0106411,0,0
0.692308,0,0,0.0106411,0,0
0.692308,-0,0,0.0106411,0,0
0.692308,-0,-0,0.0106411,0,0
0.692308,0.0789474,0,0.0106411,0,0
0.692308,4.83413e-18,0.0789474,0.0106411,0,0
0.692308,-0.0789474,9.66826e-18,0.0106411,0,0
0.692308,-1.45024e-17,-0.0789474,0.0106411,0,0
0.692308,0.157895,0,0.0106411,0,0
0.692308,9.66826e-18,0.157895,0.0106411,0,0
0.692308,-0.157895,1.93365e-17,0.0106411,0,0
0.692308,-2.90048e-17,-0.157895,0.0106411,0,0
0.692308,0.236842,0,0.0106411,0,0
0.692308,1.45024e-17,0.236842,0.0106411,0,0
0.692308,-0.236842,2.90048e-17,0.0106411,0,0
0.692308,-4.35072e-17,-0.236842,0.0106411,0,0
0.692308,0.315789,0,0.0106411,0,0
0.692308,1.93365e-17,0.315789,0.0106411,0,0
0.692308,-0.315789,3.86731e-17,0.0106411,0,0
0.692308,-5.80096e-17,-0.315789,0.0106411,0,0
0.692308,0.394737,0,0.0106411,0,0
0.692308,2.41707e-17,0.394737,0.0106411,0,0
0.692308,-0.394737,4.83413e-17,0.0106411,0,0
0.692308,-7.2512e-17,-0.394737,0.0106411,0,0
0.692308,0.473684,0,0.0106411,0,0
0.692308,2.90048e-17,0.473684,0.0106411,0,0
0.692308,-0.473684,5.80096e-17,0.0106411,0,0
0.692308,-8.70144e-17,-0.473684,0.0106411,0,0
0.692308,0.552632,0,0.0106411,0,0
0.692308,3.38389e-17,0.552632,0.0106411,0,0
0.692308,-0.552632,6.76778e-17,0.0106411,0,0
0.692308,-1.01517e-16,-0.552632,0.0106411,0,0
0.692308,0.631579,0,0.0106411,0,0
0.692308,3.86731e-17,0.631579,0.0106411,0,0
0.692308,-0.631579,7.73461e-17,0.0106411,0,0
0.692308,-1.16019e-16,-0.631579,0.0106411,0,0
0.692308,0.710526,0,0.0106411,0,0
0.692308,4.35072e-17,0.710526,0.0106411,0,0
0.692308,-0.710526,8.70144e-17,0.0106411,0,0
0.692308,-1.30522e-16,-0.710526,0.0106411,0,0
0.692308,0.789474,0,0.0106411,0,0
0.692308,4.83413e-17,0.789474,0.0106411,0,0
0.692308,-0.789474,9.66826e-17,0.0106411,0,0
0.692308,-1.45024e-16,-0.789474,0.0106411,0,0
0.692308,0.868421,0,0.0106411,0,0
0.692308,5.31755e-17,0.868421,0.0106411,0,0
0.692308,-0.868421,1.06351e-16,0.0106411,0,0
0.692308,-1.59526e-16,-0.868421,0.0106411,0,0
0.692308,0.947368,0,0.0106411,0,0
0.692308,5.80096e-17,0.947368,0.0106411,0,0
0.692308,-0.947368,1.16019e-16,0.0106411,0,0
0.692308,-1.74029e-16,-0.947368,0.0106411,0,0
0.692308,1.02632,0,0.0106411,0,0
0.692308,6.28437e-17,1.02632,0.0106411,0,0
0.692308,-1.02632,1.25687e-16,0.0106411,0,0
0.692308,-1.88531e-16,-1.02632,0.0106411,0,0
0.692308,1.10526,0,0.0106411,0,0
0.692308,6.76778e-17,1.10526,0.0106411,0,0
0.692308,-1.10526,1.35356e-16,0.0106411,0,0
0.692308,-2.03034e-16,-1.10526,0.0106411,0,0
0.692308,1.18421,0,0.0106411,0,0
0.692308,7.2512e-17,1.18421,0.0106411,0,0
0.692308,-1.18421,1.45024e-16,0.0106411,0,0
0.692308,-2.17536e-16,-1.18421,0.0106411,0,0
0.692308,1.26316,0,0.0106411,0,0
0.692308,7.73461e-17,1.26316,0.0106411,0,0
0.692308,-1.26316,1.54692e-16,0.0106411,0,0
0.692308,-2.32038e-16,-1.26316,0.0106411,0,0
0.692308,1.34211,0,0.0106411,0,0
0.692308,8.21802e-17,1.34211,0.0106411,0,0
0.692308,-1.34211,1.6436e-16,0.0106411,0,0
0.692308,-2.46541e-16,-1.34211,0.0106411,0,0
0.692308,1.42105,0,0.0106411,0,0
0.692308,8.70144e-17,1.42105,0.0106411,0,0
0.692308,-1.42105,1.74029e-16,0.0106411,0,0
0.692308,-2.61043e-16,-1.42105,0.0106411,0,0
0.692308,1.5,0,0.0106411,0,0
0.692308,9.18485e-17,1.5,0.0106411,0,0
0.692308,-1.5,1.83697e-16,0.0106411,0,0
0.692308,-2.75546e-16,-1.5,0.0106411,0,0
0.769231,0,0,0.0112745,0,0
0.769231,0,0,0.0112745,0,0
0.769231,-0,0,0.0112745,0,0
0.769231,-0,-0,0.0112745,0,0
0.769231,0.0789474,0,0.0112745,0,0
0.769231,4.83413e-18,0.0789474,0.0112745,0,0
0.769231,-0.0789474,9.66826e-18,0.0112745,0,0
0.769231,-1.45024e-17,-0.0789474,0.0112745,0,0
0.769231,0.157895,0,0.0112745,0,0
0.769231,9.66826e-18,0.157895,0.0112745,0,0
0.769231,-0.157895,1.93365e-17,0.0112745,0,0
0.769231,-2.90048e-17,-0.157895,0.0112745,0,0
0.769231,0.236842,0,0.0112745,0,0
0.769231,1.45024e-17,0.236842,0.0112745,0,0
0.769231,-0.236842,2.90048e-17,0.0112745,0,0
0.769231,-4.35072e-17,-0.236842,0.0112745,0,0
0.769231,0.315789,0,0.0112745,0,0
0.769231,1.93365e-17,0.315789,0.0112745,0,0
0.769231,-0.315789,3.86731e-17,0.0112745,0,0
0.769231,-5.80096e-17,-0.315789,0.0112745,0,0
0.769231,0.394737,0,0.0112745,0,0
0.769231,2.41707e-17,0.394737,0.0112745,0,0
0.769231,-0.394737,4.83413e-17,0.0112745,0,0
0.769231,-7.2512e-17,-0.394737,0.0112745,0,0
0.769231,0.473684,0,0.0112745,0,0
0.769231,2.90048e-17,0.473684,0.0112745,0,0
0.769231,-0.473684,5.80096e-17,0.0112745,0,0
0.769231,-8.70144e-17,-0.473684,0.0112745,0,0
0.769231,0.552632,0,0.0112745,0,0
0.769231,3.38389e-17,0.552632,0.0112745,0,0
0.769231,-0.552632,6.76778e-17,0.0112745,0,0
0.769231,-1.01517e-16,-0.552632,0.0112745,0,0
0.769231,0.631579,0,0.0112745,0,0
0.769231,3.86731e-17,0.631579,0.0112745,0,0
0.769231,-0.631579,7.73461e-17,0.0112745,0,0
0.769231,-1.16019e-16,-0.631579,0.0112745,0,0
0.769231,0.710526,0,0.0112745,0,0
0.769231,4.35072e-17,0.710526,0.0112745,0,0
0.769231,-0.710526,8.70144e-17,0.0112745,0,0
0.769231,-1.30522e-16,-0.710526,0.0112745,0,0
0.769231,0.789474,0,0.0112745,0,0
0.769231,4.83413e-17,0.789474,0.0112745,0,0
0.769231,-0.789474,9.66826e-17,0.0112745,0,0
0.769231,-1.45024e-16,-0.789474,0.0112745,0,0
0.769231,0.868421,0,0.0112745,0,0
0.769231,5.31755e-17,0.868421,0.0112745,0,0
0.769231,-0.868421,1.06351e-16,0.0112745,0,0
0.769231,-1.59526e-16,-0.868421,0.0112745,0,0
0.769231,0.947368,0,0.0112745,0,0
0.769231,5.80096e-17,0.947368,0.0112745,0,0
0.769231,-0.947368,1.16019e-16,0.0112745,0,0
0.769231,-1.74029e-16,-0.947368,0.0112745,0,0
0.769231,1.02632,0,0.0112745,0,0
0.769231,6.28437e-17,1.02632,0.0112745,0,0
0.769231,-1.02632,1.25687e-16,0.0112745,0,0
0.769231,-1.88531e-16,-1.02632,0.0112745,0,0
0.769231,1.10526,0,0.0112745,0,0
0.769231,6.76778e-17,1.10526,0.0112745,0,0
0.769231,-1.10526,1.35356e-16,0.0112745,0,0
0.769231,-2.03034e-16,-1.10526,0.0112745,0,0
0.769231,1.18421,0,0.0112745,0,0
0.769231,7.2512e-17,1.18421,0.0112745,0,0
0.769231,-1.18421,1.45024e-16,0.0112745,0,0
0.769231,-2.17536e-16,-1.18421,0.0112745,0,0
0.769231,1.26316,0,0.0112745,0,0
0.769231,7.73461e-17,1.26316,0.0112745,0,0
0.769231,-1.26316,1.54692e-16,0.0112745,0,0
0.769231,-2.32038e-16,-1.26316,0.0112745,0,0
0.769231,1.34211,0,0.0112745,0,0
0.769231,8.21802e-17,1.34211,0.0112745,0,0
0.769231,-1.34211,1.6436e-16,0.0112745,0,0
0.769231,-2.46541e-16,-1.34211,0.0112745,0,0
0.769231,1.42105,0,0.0112745,0,0
0.769231,8.70144e-17,1.42105,0.0112745,0,0
0.769231,-1.42105,1.74029e-16,0.0112745,0,0
0.769231,-2.61043e-16,-1.42105,0.0112745,0,0
0.769231,1.5,0,0.0112745,0,0
0.769231,9.18485e-17,1.5,0.0112745,0,0
0.769231,-1.5,1.83697e-16,0.0112745,0,0
0.769231,-2.75546e-16,-1.5,0.0112745,0,0
0.846154,0,0,0.0119079,0,0
0.846154,0,0,0.0119079,0,0
0.846154,-0,0,0.0119079,0,0
0.846154,-0,-0,0.0119079,0,0
0.846154,0.0789474,0,0.0119079,0,0
0.846154,4.83413e-18,0.0789474,0.0119079,0,0
0.846154,-0.0789474,9.66826e-18,0.0119079,0,0
0.846154,-1.45024e-17,-0.0789474,0.0119079,0,0
0.846154,0.157895,0,0.0119079,0,0
0.846154,9.66826e-18,0.157895,0.0119079,0,0
0.846154,-0.157895,1.93365e-17,0.0119079,0,0
0.846154,-2.90048e-17,-0.157895,0.0119079,0,0
0.846154,0.236842,0,0.0119079,0,0
0.846154,1.45024e-17,0.236842,0.0119079,0,0
0.846154,-0.236842,2.90048e-17,0.0119079,0,0
0.846154,-4.35072e-17,-0.236842,0.0119079,0,0
0.846154,0.315789,0,0.0119079,0,0
0.846154,1.93365e-17,0.315789,0.0119079,0,0
0.846154,-0.315789,3.86731e-17,0.0119079,0,0
0.846154,-5.80096e-17,-0.315789,0.0119079,0,0
0.846154,0.394737,0,0.0119079,0,0
0.846154,2.41707e-17,0.394737,0.0119079,0,0
0.846154,-0.394737,4.83413e-17,0.0119079,0,0
0.846154,-7.2512e-17,-0.394737,0.0119079,0,0
0.846154,0.473684,0,0.0119079,0,0
0.846154,2.90048e-17,0.473684,0.0119079,0,0
0.846154,-0.473684,5.80096e-17,0.0119079,0,0
0.846154,-8.70144e-17,-0.473684,0.0119079,0,0
0.846154,0.552632,0,0.0119079,0,0
0.846154,3.38389e-17,0.552632,0.0119079,0,0
0.846154,-0.552632,6.76778e-17,0.0119079,0,0
0.846154,-1.01517e-16,-0.552632,0.0119079,0,0
0.846154,0.631579,0,0.0119079,0,0
0.846154,3.86731e-17,0.631579,0.0119079,0,0
0.846154,-0.631579,7.73461e-17,0.0119079,0,0
0.846154,-1.16019e-16,-0.631579,0.0119079,0,0
0.846154,0.710526,0,0.0119079,0,0
0.846154,4.35072e-17,0.710526,0.0119079,0,0
0.846154,-0.710526,8.70144e-17,0.0119079,0,0
0.846154,-1.30522e-16,-0.710526,0.0119079,0,0
0.846154,0.789474,0,0.0119079,0,0
0.846154,4.83413e-17,0.789474,0.0119079,0,0
0.846154,-0.789474,9.66826e-17,0.0119079,0,0
0.846154,-1.45024e-16,-0.789474,0.0119079,0,0
0.846154,0.868421,0,0.0119079,0,0
0.846154,5.31755e-17,0.868421,0.0119079,0,0
0.846154,-0.868421,1.06351e-16,0.0119079,0,0
0.846154,-1.59526e-16,-0.868421,0.0119079,0,0
0.846154,0.947368,0,0.0119079,0,0
0.846154,5.80096e-17,0.947368,0.0119079,0,0
0.846154,-0.947368,1.16019e-16,0.0119079,0,0
0.846154,-1.74029e-16,-0.947368,0.0119079,0,0
0.846154,1.02632,0,0.0119079,0,0
0.846154,6.28437e-17,1.02632,0.0119079,0,0
0.846154,-1.02632,1.25687e-16,0.0119079,0,0
0.846154,-1.88531e-16,-1.02632,0.0119079,0,0
0.846154,1.10526,0,0.0119079,0,0
0.846154,6.76778e-17,1.10526,0.0119079,0,0
0.846154,-1.10526,1.35356e-16,0.0119079,0,0
0.846154,-2.03034e-16,-1.10526,0.0119079,0,0
0.846154,1.18421,0,0.0119079,0,0
0.846154,7.2512e-17,1.18421,0.0119079,0,0
0.846154,-1.18421,1.45024e-16,0.0119079,0,0
0.846154,-2.17536e-16,-1.18421,0.0119079,0,0
0.846154,1.26316,0,0.0119079,0,0
0.846154,7.73461e-17,1.26316,0.0119079,0,0
0.846154,-1.26316,1.54692e-16,0.0119079,0,0
0.846154,-2.32038e-16,-1.26316,0.0119079,0,0
0.846154,1.34211,0,0.0119079,0,0
0.846154,8.21802e-17,1.34211,0.0119079,0,0
0.846154,-1.34211,1.6436e-16,0.0119079,0,0
0.846154,-2.46541e-16,-1.34211,0.0119079,0,0
0.846154,1.42105,0,0.0119079,0,0
0.846154,8.70144e-17,1.42105,0.0119079,0,0
0.846154,-1.42105,1.74029e-16,0.0119079,0,0
0.846154,-2.61043e-16,-1.42105,0.0119079,0,0
0.846154,1.5,0,0.0119079,0,0
0.846154,9.18485e-17,1.5,0.0119079,0,0
0.846154,-1.5,1.83697e-16,0.0119079,0,0
0.846154,-2.75546e-16,-1.5,0.0119079,0,0
0.923077,0,0,0.0125413,0,0
0.923077,0,0,0.0125413,0,0
0.923077,-0,0,0.0125413,0,0
0.923077,-0,-0,0.0125413,0,0
0.923077,0.0789474,0,0.0125413,0,0
0.923077,4.83413e-18,0.0789474,0.0125413,0,0
0.923077,-0.0789474,9.66826e-18,0.0125413,0,0
0.923077,-1.45024e-17,-0.0789474,0.0125413,0,0
0.923077,0.157895,0,0.0125413,0,0
0.923077,9.66826e-18,0.157895,0.0125413,0,0
0.923077,-0.157895,1.93365e-17,0.0125413,0,0
0.923077,-2.90048e-17,-0.157895,0.0125413,0,0
0.923077,0.236842,0,0.0125413,0,0
0.923077,1.45024e-17,0.236842,0.0125413,0,0
0.923077,-0.236842,2.90048e-17,0.0125413,0,0
0.923077,-4.35072e-17,-0.236842,0.0125413,0,0
0.923077,0.315789,0,0.0125413,0,0
0.923077,1.93365e-17,0.315789,0.0125413,0,0
0.923077,-0.315789,3.86731e-17,0.0125413,0,0
0.923077,-5.80096e-17,-0.315789,0.0125413,0,0
0.923077,0.394737,0,0.0125413,0,0
0.923077,2.41707e-17,0.394737,0.0125413,0,0
0.923077,-0.394737,4.83413e-17,0.0125413,0,0
0.923077,-7.2512e-17,-0.394737,0.0125413,0,0
0.923077,0.473684,0,0.0125413,0,0
0.923077,2.90048e-17,0.473684,0.0125413,0,0
0.923077,-0.473684,5.80096e-17,0.0125413,0,0
0.923077,-8.70144e-17,-0.473684,0.0125413,0,0
0.923077,0.552632,0,0.0125413,0,0
0.923077,3.38389e-17,0.552632,0.0125413,0,0
0.923077,-0.552632,6.76778e-17,0.0125413,0,0
0.923077,-1.01517e-16,-0.552632,0.0125413,0,0
0.923077,0.631579,0,0.0125413,0,0
0.923077,3.86731e-17,0.631579,0.0125413,0,0
0.923077,-0.631579,7.73461e-17,0.0125413,0,0
0.923077,-1.16019e-16,-0.631579,0.0125413,0,0
0.923077,0.710526,0,0.0125413,0,0
0.923077,4.35072e-17,0.710526,0.0125413,0,0
0.923077,-0.710526,8.70144e-17,0.0125413,0,0
0.923077,-1.30522e-16,-0.710526,0.0125413,0,0
0.923077,0.789474,0,0.0125413,0,0
0.923077,4.83413e-17,0.789474,0.0125413,0,0
0.923077,-0.789474,9.66826e-17,0.0125413,0,0
0.923077,-1.45024e-16,-0.789474,0.0125413,0,0
0.923077,0.868421,0,0.0125413,0,0
0.923077,5.31755e-17,0.868421,0.0125413,0,0
0.923077,-0.868421,1.06351e-16,0.0125413,0,0
0.923077,-1.59526e-16,-0.868421,0.0125413,0,0
0.923077,0.947368,0,0.0125413,0,0
0.923077,5.80096e-17,0.947368,0.0125413,0,0
0.923077,-0.947368,1.16019e-16,0.0125413,0,0
0.923077,-1.74029e-16,-0.947368,0.0125413,0,0
0.923077,1.02632,0,0.0125413,0,0
0.923077,6.28437e-17,1.02632,0.0125413,0,0
0.923077,-1.02632,1.25687e-16,0.0125413,0,0
0.923077,-1.88531e-16,-1.02632,0.0125413,0,0
0.923077,1.10526,0,0.0125413,0,0
0.923077,6.76778e-17,1.10526,0.0125413,0,0
0.923077,-1.10526,1.35356e-16,0.0125413,0,0
0.923077,-2.03034e-16,-1.10526,0.0125413,0,0
0.923077,1.18421,0,0.0125413,0,0
0.923077,7.2512e-17,1.18421,0.0125413,0,0
0.923077,-1.18421,1.45024e-16,0.0125413,0,0
0.923077,-2.17536e-16,-1.18421,0.0125413,0,0
0.923077,1.26316,0,0.0125413,0,0
0.923077,7.73461e-17,1.26316,0.0125413,0,0
0.923077,-1.26316,1.54692e-16,0.0125413,0,0
0.923077,-2.32038e-16,-1.26316,0.0125413,0,0
0.923077,1.34211,0,0.0125413,0,0
0.923077,8.21802e-17,1.34211,0.0125413,0,0
0.923077,-1.34211,1.6436e-16,0.0125413,0,0
0.923077,-2.46541e-16,-1.34211,0.0125413,0,0
0.923077,1.42105,0,0.0125413,0,0
0.923077,8.70144e-17,1.42105,0.0125413,0,0
0.923077,-1.42105,1.74029e-16,0.0125413,0,0
0.923077,-2.61043e-16,-1.42105,0.0125413,0,0
0.923077,1.5,0,0.0125413,0,0
0.923077,9.18485e-17,1.5,0.0125413,0,0
0.923077,-1.5,1.83697e-16,0.0125413,0,0
0.923077,-2.75546e-16,-1.5,0.0125413,0,0
1,0,0,0.0131746,0,0
1,0,0,0.0131746,0,0
1,-0,0,0.0131746,0,0
1,-0,-0,0.0131746,0,0
1,0.0789474,0,0.0131746,0,0
1,4.83413e-18,0.0789474,0.0131746,0,0
1,-0.0789474,9.66826e-18,0.0131746,0,0
1,-1.45024e-17,-0.0789474,0.0131746,0,0
1,0.157895,0,0.0131746,0,0
1,9.66826e-18,0.157895,0.0131746,0,0
1,-0.157895,1.93365e-17,0.0131746,0,0
1,-2.90048e-17,-0.157895,0.0131746,0,0
1,0.236842,0,0.0131746,0,0
1,1.45024e-17,0.236842,0.0131746,0,0
1,-0.236842,2.90048e-17,0.0131746,0,0
1,-4.35072e-17,-0.236842,0.0131746,0,0
1,0.315789,0,0.0131746,0,0
1,1.93365e-17,0.315789,0.0131746,0,0
1,-0.315789,3.86731e-17,0.0131746,0,0
1,-5.80096e-17,-0.315789,0.0131746,0,0
1,0.394737,0,0.0131746,0,0
1,2.41707e-17,0.394737,0.0131746,0,0
1,-0.394737,4.83413e-17,0.0131746,0,0
1,-7.2512e-17,-0.394737,0.0131746,0,0
1,0.473684,0,0.0131746,0,0
1,2.90048e-17,0.473684,0.0131746,0,0
1,-0.473684,5.80096e-17,0.0131746,0,0
1,-8.70144e-17,-0.473684,0.0131746,0,0
1,0.552632,0,0.0131746,0,0
1,3.38389e-17,0.552632,0.0131746,0,0
1,-0.552632,6.76778e-17,0.0131746,0,0
1,-1.01517e-16,-0.552632,0.0131746,0,0
1,0.631579,0,0.0131746,0,0
1,3.86731e-17,0.631579,0.0131746,0,0
1,-0.631579,7.73461e-17,0.0131746,0,0
1,-1.16019e-16,-0.631579,0.0131746,0,0
1,0.710526,0,0.0131746,0,0
1,4.35072e-17,0.710526,0.0131746,0,0
1,-0.710526,8.70144e-17,0.0131746,0,0
1,-1.30522e-16,-0.710526,0.0131746,0,0
1,0.789474,0,0.0131746,0,0
1,4.83413e-17,0.789474,0.0131746,0,0
1,-0.789474,9.66826e-17,0.0131746,0,0
1,-1.45024e-16,-0.789474,0.0131746,0,0
1,0.868421,0,0.0131746,0,0
1,5.31755e-17,0.868421,0.0131746,0,0
1,-0.868421,1.06351e-16,0.0131746,0,0
1,-1.59526e-16,-0.868421,0.0131746,0,0
1,0.947368,0,0.0131746,0,0
1,5.80096e-17,0.947368,0.0131746,0,0
1,-0.947368,1.16019e-16,0.0131746,0,0
1,-1.74029e-16,-0.947368,0.0131746,0,0
1,1.02632,0,0.0131746,0,0
1,6.28437e-17,1.02632,0.0131746,0,0
1,-1.02632,1.25687e-16,0.0131746,0,0
1,-1.88531e-16,-1.02632,0.0131746,0,0
1,1.10526,0,0.0131746,0,0
1,6.76778e-17,1.10526,0.0131746,0,0
1,-1.10526,1.35356e-16,0.0131746,0,0
1,-2.03034e-16,-1.10526,0.0131746,0,0
1,1.18421,0,0.0131746,0,0
1,7.2512e-17,1.18421,0.0131746,0,0
1,-1.18421,1.45024e-16,0.0131746,0,0
1,-2.17536e-16,-1.18421,0.0131746,0,0
1,1.26316,0,0.0131746,0,0
1,7.73461e-17,1.26316,0.0131746,0,0
1,-1.26316,1.54692e-16,0.0131746,0,0
1,-2.32038e-16,-1.26316,0.0131746,0,0
1,1.34211,0,0.0131746,0,0
1,8.21802e-17,1.34211,0.0131746,0,0
1,-1.34211,1.6436e-16,0.0131746,0,0
1,-2.46541e-16,-1.34211,0.0131746,0,0
1,1.42105,0,0.0131746,0,0
1,8.70144e-17,1.42105,0.0131746,0,0
1,-1.42105,1.74029e-16,0.0131746,0,0
1,-2.61043e-16,-1.42105,0.0131746,0,0
1,1.5,0,0.0131746,0,0
1,9.18485e-17,1.5,0.0131746,0,0
1,-1.5,1.83697e-16,0.0131746,0,0
1,-2.75546e-16,-1.5,0.0131746,0,0
1.07692,0,0,0.0131746,0,0
1.07692,0,0,0.0131746,0,0
1.07692,-0,0,0.0131746,0,0
1.07692,-0,-0,0.0131746,0,0
1.07692,0.0789474,0,0.0131746,0,0
1.07692,4.83413e-18,0.0789474,0.0131746,0,0
1.07692,-0.0789474,9.66826e-18,0.0131746,0,0
1.07692,-1.45024e-17,-0.0789474,0.0131746,0,0
1.07692,0.157895,0,0.0131746,0,0
1.07692,9.66826e-18,0.157895,0.0131746,0,0
1.07692,-0.157895,1.93365e-17,0.0131746,0,0
1.07692,-2.90048e-17,-0.157895,0.0131746,0,0
1.07692,0.236842,0,0.0131746,0,0
1.07692,1.45024e-17,0.236842,0.0131746,0,0
1.07692,-0.236842,2.90048e-17,0.0131746,0,0
1.07692,-4.35072e-17,-0.236842,0.0131746,0,0
1.07692,0.315789,0,0.0131746,0,0
1.07692,1.93365e-17,0.315789,0.0131746,0,0
1.07692,-0.315789,3.86731e-17,0.0131746,0,0
1.07692,-5.80096e-17,-0.315789,0.0131746,0,0
1.07692,0.394737,0,0.0131746,0,0
1.07692,2.41707e-17,0.394737,0.0131746,0,0
1.07692,-0.394737,4.83413e-17,0.0131746,0,0
1.07692,-7.2512e-17,-0.394737,0.0131746,0,0
1.07692,0.473684,0,0.0131746,0,0
1.07692,2.90048e-17,0.473684,0.0131746,0,0
1.07692,-0.473684,5.80096e-17,0.0131746,0,0
1.07692,-8.70144e-17,-0.473684,0.0131746,0,0
1.07692,0.552632,0,0.0131746,0,0
1.07692,3.38389e-17,0.552632,0.0131746,0,0
1.07692,-0.552632,6.76778e-17,0.0131746,0,0
1.07692,-1.01517e-16,-0.552632,0.0131746,0,0
1.07692,0.631579,0,0.0131746,0,0
1.07692,3.86731e-17,0.631579,0.0131746,0,0
1.07692,-0.631579,7.73461e-17,0.0131746,0,0
1.07692,-1.16019e-16,-0.631579,0.0131746,0,0
1.07692,0.710526,0,0.0131746,0,0
1.07692,4.35072e-17,0.710526,0.0131746,0,0
1.07692,-0.710526,8.70144e-17,0.0131746,0,0
1.07692,-1.30522e-16,-0.710526,0.0131746,0,0
1.07692,0.789474,0,0.0131746,0,0
1.07692,4.83413e-17,0.789474,0.0131746,0,0
1.07692,-0.789474,9.66826e-17,0.0131746,0,0
1.07692,-1.45024e-16,-0.789474,0.0131746,0,0
1.07692,0.868421,0,0.0131746,0,0
1.07692,5.31755e-17,0.868421,0.0131746,0,0
1.07692,-0.868421,1.06351e-16,0.0131746,0,0
1.07692,-1.59526e-16,-0.868421,0.0131746,0,0
1.07692,0.947368,0,0.0131746,0,0
1.07692,5.80096e-17,0.947368,0.0131746,0,0
1.07692,-0.947368,1.16019e-16,0.0131746,0,0
1.07692,-1.74029e-16,-0.947368,0.0131746,0,0
1.07692,1.02632,0,0.0131746,0,0
1.07692,6.28437e-17,1.02632,0.0131746,0,0
1.07692,-1.02632,1.25687e-16,0.0131746,0,0
1.07692,-1.88531e-16,-1.02632,0.0131746,0,0
1.07692,1.10526,0,0.0131746,0,0
1.07692,6.76778e-17,1.10526,0.0131746,0,0
1.07692,-1.10526,1.35356e-16,0.0131746,0,0
1.07692,-2.03034e-16,-1.10526,0.0131746,0,0
1.07692,1.18421,0,0.0131746,0,0
1.07692,7.2512e-17,1.18421,0.0131746,0,0
1.07692,-1.18421,1.45024e-16,0.0131746,0,0
1.07692,-2.17536e-16,-1.18421,0.0131746,0,0
1.07692,1.26316,0,0.0131746,0,0
1.07692,7.73461e-17,1.26316,0.0131746,0,0
1.07692,-1.26316,1.54692e-16,0.0131746,0,0
1.07692,-2.32038e-16,-1.26316,0.0131746,0,0
